profile,gender,age,favorites_anime
luuRuu,Female,25,"['150', '431', '4181', '21', '5114']"
Gandheezy,Male,27,"['1575', '2904', '1535', '23273', '13601', '5114', '199', '22535', '32281']"
AniimeFreak,Female,19,"['19759', '6702', '31580', '68']"
BluesBebop,Female,18,"['2251', '777', '5114', '1535', '813', '6', '853', '202', '12531', '1']"
NameWithheld,Male,23,"['21', '1210', '23273', '24439', '121', '5114', '9253', '13601', '17265', '28223']"
FullmetalCowboy,Male,29,"['820', '5114', '1', '30', '164', '199', '2001', '338', '227', '182']"
WhiteJoker,Female,23,"['15051', '35828', '202', '10721', '17513', '32526', '15085', '5835', '20971', '11887']"
Proxy11,Male,32,"['790', '239', '1689']"
Tanta,Male,38,"['43', '1088', '207', '1575', '1453']"
DynamicDylan,Male,28,"['2581', '9253', '13125', '93', '75', '160', '90', '10721', '37426', '20583']"
animebecca94,Female,26,"['202', '1482', '3588', '853', '3972']"
Sheba26,Female,26,"['849', '2966', '1023', '202']"
Cyberfire777,Male,31,"['245', '226', '813', '12893', '268', '30', '4224', '30276', '1535', '2167']"
BigOnAnime,Male,26,"['182', '21', '44', '199', '7785', '2001', '1846', '10162', '164', '16']"
danbri,Male,28,"['269', '150']"
AbstractZealot93,Male,27,"['5114', '16498', '19815', '1735', '3588']"
HirakoShinji,Male,31,"['762', '1094', '21', '1735', '269']"
torsan88,Male,24,"['16498', '4181', '22297', '25013', '29803', '9919', '269']"
A2ZOMG,Male,30,"['240', '5958', '392', '14719', '2885']"
vakuso,Male,31,"['36882', '36407', '35790', '37210', '11617', '29803', '37430', '1571', '24455', '12367']"
faerefly,Female,29,"['16498', '4722', '25013', '1', '31964', '6', '5114']"
iBittersweet,Female,24,"['918', '16894', '11771', '21', '459']"
Akane_Valentine,Female,28,"['6702', '1482', '408', '2952', '317']"
M3Cyberpunk,Male,23,"['5081', '1', '5114', '2001', '918', '329', '1575', '30', '4181', '35120']"
Undertow,Male,41,"['529', '167', '252', '202', '615']"
CarlConrad,Male,25,"['1292', '2001', '121', '392', '777']"
hack13,Male,28,"['3322', '270', '48', '202']"
MisakiManjoume,Female,21,"['31964', '3588', '27655', '14467', '22265', '30276', '777', '202']"
UselessSakura,Male,22,"['578', '26', '5682', '38000', '160', '339', '790', '387', '30', '13125']"
vampireblood,Male,31,"['801', '467', '1023', '202', '57']"
mr_utopia_man,Male,34,"['1', '19', '21', '467', '2605']"
Greiver,Male,34,"['1735', '269', '71', '1459', '33']"
XxThageXx,Female,31,"['150', '3655', '4081', '2251', '123']"
ZetaZaku,Male,28,"['2921', '338', '351', '795', '311', '2225', '2253', '2828', '949', '96']"
fr0z3nshad3,Male,31,"['918', '934', '1571', '4282', '5205']"
Retribution75,Male,30,"['30', '235', '269', '20', '1735']"
Racaholic,Male,34,"['11061', '3297', '918', '457', '16498']"
TheAoiDoragon,Female,28,"['2236', '223', '199', '47', '121']"
Zeos,Male,33,"['1735', '269', '20']"
serowenczak,Male,33,['457']
Lance20000,Male,32,"['205', '21']"
mathex,Male,26,"['3667', '11887', '6213', '6347', '10163', '2596', '8795', '11111', '16782']"
Brb,Male,26,"['522', '457', '15751', '19703', '397', '16524', '31859', '25835', '21561', '12189']"
Mookyloo,Female,23,"['16918', '9253', '7817', '4181', '5630']"
Ridlea,Male,26,['3588']
AShinyDewott,Male,21,"['11757', '6547', '21881', '24705', '9756']"
Rah_Tilt,Female,36,"['1571', '153', '3673', '16067', '235', '249', '1827', '7724', '535', '21']"
literaturenerd,Male,32,"['226', '19', '6', '934', '2251', '45', '121', '2966', '1', '759']"
Asfaria,Male,27,"['5114', '4181', '6746', '9756', '2924', '9989', '1535', '31240', '10087', '4282', '7724', '11887', '11061', '14741', '13125', '934', '47', '877', '13759', '30503']"
stream_eon,Male,29,"['16067', '11757', '14741', '4382', '11061']"
0namine1,Female,20,"['23587', '18507', '3588', '19391', '28223']"
nandoo,Male,25,"['1210', '9253', '189', '268', '57']"
FOLC0N,Male,30,['6033']
MurderofCrows13,Male,21,"['19', '33', '35848', '323', '1210', '10721', '437', '13601', '239', '777']"
IppoSRB,Male,26,"['263', '245', '202', '121', '1535']"
Yandere,Female,37,"['4181', '2924', '934', '23273', '16067', '60', '226', '38680']"
alex264,Male,29,"['45', '392', '1', '44']"
Stryder,Male,26,"['11061', '20057', '239', '9253', '2966', '2418', '457', '31933']"
Gin-iro,Female,27,"['457', '2251', '4081', '589', '400']"
JesuOtaku_,Female,30,"['121', '6', '1', '202', '721']"
Apdo1,Male,22,"['19815', '30831', '17074', '31181', '6880', '35247', '14813', '20785', '205']"
GoldenDevilGamer,Male,21,"['918', '1', '9253', '31933', '32182', '5114', '28735', '11061', '30276', '22135', '21', '7311', '20583', '2251', '35120', '32189', '4081', '5081', '7785', '33255']"
Cauthan,Male,27,"['24701', '28735', '6594', '5114', '2001', '17074', '22135', '11061', '19', '13125']"
nokitron,Male,22,"['22135', '5114', '32', '30', '1', '7785', '205', '1210', '19']"
erayerdin,Male,26,"['8425', '790', '23283', '43']"
darkfeatherX,Male,25,"['35247', '16664', '35180', '2001', '820', '17265', '32681', '35557', '145']"
R_TF,Male,23,"['10800', '5941']"
Colonelfancy,Male,38,"['1800', '870', '2255', '1', '5945']"
CookMySock,Male,28,"['1535', '30', '1', '3702', '2001']"
xLeo,Male,25,"['72', '2167', '1535', '1575', '235']"
ryu2k2,Male,33,"['30', '24', '339', '2026', '237']"
Plagus777,Male,25,"['4181', '8795', '3784', '2904']"
KazuraX,Male,29,"['3588', '205', '1', '226', '24']"
Danish,Male,30,"['790', '3701', '2164', '820', '437']"
_RedCat_,Female,25,"['16201', '21329', '457', '16918', '9756', '160', '9253', '20507', '10721', '2251']"
Xyik,Male,30,"['1535', '9253', '1818', '16498', '30276']"
Wasshio,Female,23,"['918', '31859', '30296', '25519', '21681', '18195', '2001', '33206', '31149', '35180', '30831', '30654', '2924', '4081', '22273', '6773', '20507', '18245', '12189', '10721']"
HabitPlays,Male,26,"['2167', '32729', '28805', '23273', '11061', '17895', '9989', '16417']"
Tomm01p,Male,19,"['16067', '18195', '31988', '10721', '35677', '6547', '934', '33489', '7791', '13333']"
Gonzo-lewd,Male,27,"['339', '10162', '2966', '8795', '18679', '889', '2605', '467', '721', '9379', '15225', '5042', '5958', '1', '13663', '8525', '457', '1251', '2104', '227']"
ALBrassard,Female,28,"['21881', '20785', '14921', '11757', '30123', '31765', '32995', '853']"
TomokaTheAxolotl,Female,25,"['30123', '918', '34262', '853', '23755', '1575', '16498', '28223']"
ChikaChibiChi,Female,22,"['1575', '34822', '2924', '11061', '2001', '23755', '35972', '30123', '1535', '5114']"
Ayerl,Female,16,"['20507', '14713', '249', '20583', '23755', '22319', '6702', '10408', '14227', '25013']"
maaz_hk,Male,22,"['2167', '1535', '1735', '21', '8074', '12445', '345', '28297', '30123', '12467']"
Lostfiniel,Female,35,"['30123', '25013', '457', '10408', '6746']"
EbiNewin,Male,26,"['21', '1735', '7311', '245', '10087']"
saoki,Female,36,"['20507', '9756', '957', '25013']"
_Euphoria_,Female,16,"['16498', '37779', '35507', '32729', '25013', '20853', '31173', '31483', '30123', '4722']"
Chartreux-,Male,20,"['10165', '32281', '4181', '22789']"
Fulutu,Female,20,"['7054', '6347', '5678', '14345', '14713', '24833', '20507', '30123', '15037', '23289']"
Deleted_AccountX,Female,23,"['1735', '6114', '23273', '7724', '28171', '23283', '121', '13125', '4181', '25013']"
MorDEk007,Male,26,"['23273', '34599', '31043', '28297']"
Nevios,Male,22,"['1575', '2251', '23273', '33486']"
ChoocoboYao,Male,24,"['36296', '1575', '37450', '23273', '19815', '15809', '25879', '34822', '30654', '34902']"
DarknessReality,Male,20,"['32281', '24765', '28851', '33352', '36456', '34445', '28623', '37999', '20785', '34618']"
StrawberryHeart,Female,20,"['721', '202', '226', '1575', '4224', '5114', '14467', '18115', '20583', '25013']"
Yuna67876,Female,20,"['3457', '1535', '27833', '27831', '23199', '31478', '32998', '32729', '30276', '6956']"
Obzerver,Female,14,"['9253', '30484', '23283', '35994']"
ChrisAlex,Male,21,"['123', '996', '249', '477', '8425', '34599', '37779', '513', '7311', '28851']"
animegirlism,Female,22,"['28223', '21995', '13601', '16782', '10087', '30831', '32729', '6702', '1735', '25013']"
MariliaSal,Female,26,"['5114', '21', '6702', '853', '14513', '199', '25013', '22101', '33486', '31964']"
TheMKninjaYT,Male,25,"['32182', '22147', '32729', '31964', '9253', '23755', '889', '30123', '18679', '2001']"
NewbieJun,Female,22,"['11887', '15051', '19111', '24997', '32526', '31442', '28387', '6956', '10278']"
Lunalun,Female,26,"['23273', '32995', '32935', '11757', '23755']"
HidamariSeashore,Female,20,"['849', '521', '2993', '831', '1887', '37779', '687', '79', '2904', '1530']"
StigmataSasha,Male,23,"['38524', '21', '11061', '918', '12431', '20583', '237', '1575', '135', '30276']"
HeyHarp,Female,20,"['15583', '11061', '38000', '33206', '457', '30276', '20057']"
mejo369,Male,21,"['34944', '31478', '15809', '16011', '28171', '30276', '23273', '17265', '11757', '30296']"
EdenEastway,Female,20,"['5630', '6547', '30503', '23273', '228']"
Kon-Doriano,Male,25,"['918', '820', '467', '1', '19', '5114', '30', '338', '3701', '1088']"
Anime4Rays,Male,22,"['28171', '22043', '1735', '2001', '23273', '32281', '4224', '31240', '5114']"
Kuuderex100,Female,21,"['1', '30503', '23283', '22319', '23755', '20507', '7054', '28171', '1535', '27831']"
ExtendedRenegade,Male,34,"['59', '2924', '12477', '10620', '16498']"
Eniie,Female,30,"['10087', '10800', '4282', '4181', '11665']"
samui26,Male,29,"['457', '227', '4181', '9253', '1', '30', '2251', '239', '7785', '16']"
Anime_Dude7,Male,30,"['237', '4181', '218', '205', '1571']"
FNatt,Male,28,"['32', '849', '790', '934', '390']"
NeverKnowsBest26,Male,30,"['440', '7785', '1', '1827', '339', '387', '16201', '721', '2251', '2966']"
zeru02,Female,40,"['853', '263', '22', '1571', '235']"
MDDuggan,Male,44,"['3588', '14349', '8557', '10719', '8769']"
Minamino_K,Female,32,"['45', '3092', '721', '9919', '10161']"
docalion,Female,30,"['21', '90', '853', '136', '121', '16498', '34572']"
k0k0,Female,26,"['205', '1535', '2251', '4181', '16782']"
nisinator,Male,29,"['820', '43', '33', '136', '2251']"
Chelle,Female,57,"['457', '2167', '5114', '36649', '4224']"
Hablmet,Male,19,"['85', '467', '801', '3927', '19319']"
dinohunterpat,Male,27,"['9756', '5681', '9253', '1', '164']"
CodeBlazeFate,Male,20,"['1575', '33095', '10937', '28735', '30', '1033', '1211', '32', '1088', '2001']"
TakamakiJoker,Male,22,"['35180', '30654', '1486', '36531', '33489', '11061', '30', '38680', '338', '35062']"
zdude18,Male,25,"['21', '5114', '2904', '9253', '14719', '79', '19', '2001', '24415', '17074']"
Ckan,Male,28,"['87', '1289', '27989', '22135', '33047', '820', '17909', '20785', '21855', '32935']"
Akio-kun,Male,26,"['4181', '5114', '2001', '9989', '7311', '12355', '7791', '28851', '7785', '22135']"
Scarbane,Male,30,"['1', '6', '5114', '1535', '4181', '18679']"
Tongkat,Male,22,"['10793', '10620', '4181', '2167', '4224']"
machi_no_kaizoku,Male,28,"['6045', '1575', '11757', '4181', '2167']"
Gabriel_Low,Male,20,"['34822', '4181']"
Lithic,Male,27,"['32', '43', '22135', '44', '3297']"
hamzachaudhry36,Male,21,"['32281', '918', '1735', '1575', '4181', '6547', '11757', '1535', '22319', '13161']"
PancakePuncher,Male,27,"['237', '2167', '269', '17895', '4224']"
Edami,Male,22,"['32729', '1535', '9253', '227', '205']"
SacaSeeds,Male,22,"['2471', '21', '22199']"
Kyrios-The-Maxim,Male,25,"['32', '5114', '1', '801', '13125', '44', '227', '33', '10721', '205']"
Magister_Jakene,Male,17,"['2993', '157', '20785', '8525', '6347', '1546', '17729', '9919']"
Velek,Male,23,"['29803', '11061', '2904', '21', '20', '1735']"
Zickt,Female,21,"['21', '30276']"
dextronaut,Male,28,"['205', '2001', '5114', '392']"
phillipbrule,Male,22,"['1735', '1535', '30276', '2904', '16498', '24415', '20', '22535', '32182', '36949']"
Sonic_Moronic,Male,27,"['2001', '2337', '158', '33', '1887']"
Selinea,Female,27,"['33337', '5114', '10800', '37208', '19815', '35838', '2923', '8129', '5525', '5040']"
animeBee1ver,Male,29,['205']
Ghostalker,Male,35,"['9756', '11977', '11979', '11981', '32281', '2164', '27989']"
charmecia5,Female,31,"['530', '441', '60', '1453', '1490']"
lawati23,Female,17,"['31646', '37510', '33255', '28121', '20507', '31240', '11061']"
kairyu_gen1,Male,23,"['11061', '9253']"
Ethan_07,Male,20,"['35839', '14741', '6547', '33352', '32281']"
MoodMojo,Male,20,"['1210', '777', '28851', '820', '339', '3002', '7193', '4282', '2236', '33352']"
SexySoapTurtle,Male,30,"['18679', '6880', '4896', '6064', '934']"
magikerNGaming,Male,30,"['6547', '28999', '25157', '28391', '30749', '31442', '19221', '20785', '19815', '11887']"
Bunille,Female,18,"['35557', '60', '38524', '160', '30', '486', '34599', '31043', '22145', '6444']"
thejanjo92,Male,28,"['2251', '17265', '16', '240', '34350', '31637', '3702']"
LurimaLasiaf25,Male,23,"['27989', '9756', '2593', '10087', '13601', '34599', '2001', '12189', '25835', '9253']"
Proke_the_Joke,Male,21,"['4181', '2001', '11061', '1', '37521', '19', '35180', '9253', '31933', '37510']"
CreativeNam3,Male,19,"['35790', '9253', '31240', '30831', '1575']"
PyukumukuBae,Male,28,['32182']
pedroguscos73,Male,19,"['19815', '11061', '31964', '32', '28999', '38691']"
Reorem,Male,26,"['1', '9253', '11061', '12431', '250']"
TheFryingPan,Male,22,"['28121', '16592']"
nogitsunechaos,Male,25,['31580']
holysauron,Male,27,"['721', '19', '27989', '12355', '47', '31757', '339', '934', '4181']"
FMehdi,Male,22,"['918', '9253', '4181', '7661', '23273']"
terryacer,Male,25,"['18195', '17074', '5114', '16067', '16', '9253', '22297', '6547', '23273', '4181']"
NatchiXIchigo316,Female,23,['269']
florizeta,Female,23,"['269', '7054', '30503', '14713', '11061', '853', '31964', '31646', '4081']"
Smaulelele,Male,21,"['4181', '22319', '11843', '18897', '2904']"
Jer1ch0,Male,30,"['6547', '2167', '1535', '5680']"
MirluSaku,Female,26,"['323', '339', '30', '5114', '9756', '11843', '10495', '30346', '31964', '32995']"
Theoneandonlyson,Male,18,"['28851', '10165', '1698', '10162', '7791', '2104', '14075', '18115', '9989', '4181']"
AnimeFanRoger,Male,19,"['1', '28999', '6547']"
bravebbr,Male,26,"['22319', '270', '11757', '32281', '10165']"
capeh,Male,16,"['22319', '5114', '1575', '31240', '19815', '28171']"
Tatsuya1337,Male,19,['9253']
CurePrism,Female,19,"['23273', '32281', '16498', '16067', '603', '28999', '1535', '687']"
YorouzoyaHouse,Male,26,"['23273', '10087', '43', '30', '918', '29095']"
charlotterose,Female,20,"['15809', '13535', '9919', '13601', '22319', '28297', '20507', '14713']"
MJynx251,Female,23,"['249', '7054', '3470', '31043', '31240']"
ShiviiChan,Female,29,"['457', '239', '877', '16', '1', '120', '202', '245']"
jcosmenunes,Male,16,"['33352', '35062', '31043', '11111', '11061']"
Frisk_Dreemurr,Male,22,"['11061', '18679', '23273', '30484', '31043', '32281', '33486']"
Eincaster,Female,13,"['11741', '5114', '11061', '9756', '9253']"
UmbraFrost,Male,19,"['11887', '22199']"
Star-Dazzle,Female,18,"['269', '6702', '22043', '28999', '1818', '20507', '30503', '853', '22199', '16592']"
Empyreanpain,Male,29,"['14719', '918', '14813', '634', '6547', '27775', '9989', '37105', '16706', '8769']"
FadeNCS,Male,21,"['26243', '13759', '32105', '28851', '28999', '28121', '17729', '23755']"
nillojapa,Male,29,"['2904', '4280', '3783', '3782', '2593', '28675']"
Psychime,Male,22,"['33337', '634', '14719', '9756', '24765', '13601']"
bmxyy,Male,19,"['30831', '13663', '25157']"
Kevinfu510,Male,22,"['5341', '2966', '33352', '1689', '11577', '9253']"
Sadi-st_Tanmoy,Male,26,"['37999', '12531', '32615', '918', '28891', '28851', '934', '31646', '4081', '5205']"
B-FOUR,Female,18,"['15051', '19111', '19815', '28171', '1887', '23273']"
dwolf,Male,23,"['5177', '12189', '20785', '27663', '28999']"
Baegyum,Female,27,"['1575', '30205', '4898', '21995', '918']"
iloveschool101,Female,25,"['4789', '431', '572', '530', '521']"
Bersemburit,Male,26,"['263', '7674', '2001', '23289', '21', '2904', '11061', '23273', '16498', '15417']"
mbartelsm,Male,27,"['2251', '34134', '23273', '28297']"
Maruchinu,Female,22,"['11061', '34572', '6702', '31043', '22319', '23273', '28171', '9756']"
AriSecrets,Female,24,"['28171', '23755', '3457', '20583', '918', '24415', '1535', '853', '16498', '13125']"
HibariRyudo,Female,23,"['22319', '13601', '30', '35062', '339']"
B_Raiden_,Male,22,"['9253', '16011', '17895', '23755', '31764']"
Tachik0ma,Male,36,"['529', '12431', '1', '6', '29803']"
Shichio,Male,20,"['5231', '20031']"
Mingycat,Male,28,['9253']
Sufyan_khan,Male,23,"['35972', '9969', '8525', '19815', '5081', '34403', '34577']"
ghoulxpotato,Female,21,"['28999', '23273', '16782', '12355', '4181', '28851', '32281', '10408', '1535', '11111']"
Killtheman29,Male,23,"['22297', '13601', '23283', '10087', '9253', '5114', '1575']"
Drevorn,Male,25,"['33', '853', '5114', '14741', '28891', '22319', '31964', '1', '17265', '6746']"
Cody_Abbott,Male,25,"['11757', '30296', '249', '226', '6547', '23755', '21881', '22319', '32951']"
Kuzen,Male,24,"['27899', '22319', '11741', '10087', '28701', '22297', '24921', '14075', '2904', '1575']"
RishRaff,Male,24,"['33091', '750', '32093', '6547', '4177', '16157']"
SlowAnimeWatcher,Male,22,"['23273', '2904', '2001', '17074', '35247', '9253', '35839', '12531', '22135', '31646']"
NedznaLacie,Female,22,"['11285', '25013', '9919', '10588']"
D4rkn3s5,Male,26,"['23283', '19815', '9253', '31043', '14719', '32', '7785']"
IMeinRuby,Male,20,"['23847', '19815', '22535', '25159', '3455', '8675', '30831', '6347', '37450', '31240']"
KiriShadowMist,Male,21,"['32281', '4181', '27991', '7311', '23273', '4224', '6547', '37105', '37450', '13601']"
Pravaris,Male,24,"['4224', '9253', '4181', '9989', '1535']"
Xyfy,Male,23,"['2966', '5680', '4224', '19815', '37078', '28999', '32901', '33581', '33743']"
FruityDream,Male,24,"['7785', '34537', '849', '164', '4181', '1689', '6774', '4224', '7791', '431']"
Soratan0baka,Male,20,"['30484', '12365', '18245', '245', '25835', '13601', '31988', '10800', '9253', '23273']"
EternalMidnight,Female,25,['25013']
lensaamiranda,Female,23,"['23273', '24833', '31043', '16498', '30123', '8129', '2251']"
Lord_Rutsah,Male,26,"['269', '14829', '8675', '13759', '21639']"
kmbaruela,Male,23,"['15', '71', '857', '2001']"
KurtJP35,Male,22,"['24415', '19815', '17074', '1887', '30831', '7791', '10165', '13759', '37999', '24833']"
3PSIL0N,Male,25,"['17265', '22535', '14345', '9253']"
Mannoh,Male,29,"['1210', '9989', '4181', '2924']"
Ishika_B,Female,19,"['1535', '4181', '9756', '323', '7791', '64', '20507', '523', '7627']"
agentwash6,Male,26,"['2001', '11741', '13601', '11061', '23289']"
Otakanime,Male,20,"['16662', '32281', '1575', '2001', '263', '34822', '13759', '2476', '28171']"
JCopZoro,Male,22,"['20', '392', '1535', '10087', '205', '19', '37450', '6114', '199', '11061']"
Echinodermata,Male,31,"['35247', '72', '73', '2605', '5081', '14131', '22535', '2025', '28223', '10165']"
